Sale_ID,Customer_ID,Car_ID,Sale_Date,Quantity, Sale_Price ,Payment_Method,Salesperson
S03012,CU0777,C0386,08-10-2023,2," $54,270 ",Cash,Scott Holland
S03013,CU1120,C0371,23-07-2023,1," $42,058 ",Installment,Shawn Garcia
S03014,CU0306,C0497,30-05-2023,3," $29,117 ",Cash,Mrs. Sharon Freeman DDS
S03015,CU1762,C0054,22-05-2024,2," $23,159 ",Cash,Deborah Sullivan
S03016,CU0061,C0304,01-07-2023,1," $78,432 ",Installment,Jacob Cunningham
S03017,CU0574,C0102,24-04-2025,3," $45,945 ",Installment,Patrick Hubbard
S03018,CU0550,C0060,23-09-2024,3," $65,913 ",Cash,Nancy Woods
S03019,CU0322,C0045,10-12-2022,2," $85,812 ",Installment,Anna Henderson
S03020,CU0665,C0359,19-04-2024,2," $88,014 ",Credit,Brett Hopkins
S03021,CU1763,C0291,04-05-2023,3," $85,641 ",Installment,Nicholas Jones
S03022,CU0074,C0266,07-03-2025,3," $91,650 ",Credit,Joseph Garza
S03023,CU0775,C0030,06-04-2025,3," $70,003 ",Installment,Kayla Bryant
S03024,CU1990,C0207,19-10-2025,3," $87,211 ",Credit,Michael Banks
S03025,CU0720,C0231,15-08-2024,3," $91,181 ",Cash,Carrie Weber
S03026,CU0277,C0462,30-01-2024,3," $87,454 ",Cash,Austin Lewis
S03027,CU0205,C0073,31-07-2024,1," $94,236 ",Credit,Walter Freeman
S03028,CU1241,C0109,06-11-2024,2," $42,773 ",Cash,Anna Meyer
S03029,CU0390,C0262,12-07-2025,1," $80,250 ",Installment,Mrs. Jeanette Mason
S03030,CU0222,C0269,13-04-2024,2," $23,345 ",Cash,Mikayla Hunter
S03031,CU0349,C0293,23-03-2025,2," $50,469 ",Cash,Rebecca Bridges
S03032,CU0131,C0120,07-04-2023,3," $97,507 ",Installment,Cindy Dixon
S03033,CU1479,C0399,20-06-2025,2," $87,129 ",Credit,Katrina Smith
S03034,CU1803,C0495,24-04-2024,1," $41,383 ",Installment,Christopher Parks
S03035,CU0260,C0235,21-12-2024,1," $70,562 ",Cash,James Elliott
S03036,CU0734,C0238,20-11-2023,1," $38,956 ",Cash,Erica Levine DVM
S03037,CU1391,C0070,20-05-2024,1," $36,087 ",Credit,Melissa Blanchard
S03038,CU0014,C0101,04-04-2025,1," $24,321 ",Cash,Anthony Jones
S03039,CU0451,C0453,27-07-2024,1," $92,207 ",Credit,Christine Adkins
S03040,CU0201,C0183,22-10-2024,3," $93,528 ",Installment,Paul Lewis
S03041,CU0432,C0431,14-03-2025,3," $75,708 ",Credit,Natalie Jenkins
S03042,CU1201,C0064,04-05-2023,3," $93,549 ",Cash,Victoria Lopez
S03043,CU1147,C0423,24-05-2023,3," $38,684 ",Installment,Linda Martin
S03044,CU0677,C0182,08-05-2025,2," $46,647 ",Cash,Diana Kim
S03045,CU1314,C0319,19-01-2025,1," $47,347 ",Installment,Benjamin Jones
S03046,CU0865,C0231,05-08-2023,1," $88,206 ",Credit,John Kelley
S03047,CU1397,C0020,12-05-2023,1," $64,613 ",Cash,Chris Taylor
S03048,CU0374,C0338,15-01-2023,1," $98,684 ",Cash,Jose Simmons
S03049,CU0422,C0496,18-04-2024,1," $98,468 ",Installment,Cole Miller
S03050,CU0947,C0350,07-10-2024,2," $47,598 ",Credit,Alan Clark
S03051,CU1873,C0460,03-09-2025,2," $50,638 ",Cash,Justin Thomas
S03052,CU1274,C0412,24-12-2024,1," $41,383 ",Credit,Amy Cantrell
S03053,CU0166,C0424,23-10-2024,1," $37,433 ",Credit,Jean Lee
S03054,CU1982,C0382,01-02-2024,1," $57,337 ",Credit,Anthony Lee
S03055,CU1966,C0207,25-10-2024,1," $63,447 ",Credit,Jamie Johnson
S03056,CU0181,C0022,15-02-2023,1," $94,765 ",Credit,Jeremy Riley
S03057,CU0812,C0332,20-03-2024,1," $21,143 ",Credit,Terry Andrade
S03058,CU1439,C0032,03-05-2024,2," $55,336 ",Installment,Jacqueline Grimes
S03059,CU0447,C0089,14-07-2024,1," $46,155 ",Cash,Jerry Padilla
S03060,CU1777,C0184,22-08-2024,1," $45,456 ",Credit,Vanessa Meyer
S03061,CU1783,C0090,15-12-2022,1," $15,700 ",Credit,Daniel Hernandez
S03062,CU0096,C0415,17-07-2025,3," $90,075 ",Cash,Lisa Thomas
S03063,CU1303,C0212,07-05-2025,2," $29,135 ",Credit,Karen Ford
S03064,CU0275,C0484,18-02-2024,3," $77,687 ",Credit,Jeffrey Greer
S03065,CU1397,C0170,15-04-2025,3," $19,699 ",Credit,Brendan Leonard
S03066,CU0626,C0227,18-10-2025,3," $86,360 ",Installment,Brooke Jackson
S03067,CU1614,C0040,12-07-2023,3," $53,383 ",Cash,Kristy Palmer
S03068,CU1822,C0169,22-11-2023,1," $27,779 ",Credit,Joshua Welch
S03069,CU1054,C0301,24-08-2024,1," $17,902 ",Credit,Mr. Jason Bishop
S03070,CU0582,C0322,26-07-2024,3," $73,445 ",Installment,Jo Stewart
S03071,CU0485,C0008,11-11-2022,1," $73,199 ",Cash,David Friedman
S03072,CU0111,C0361,15-11-2022,1," $55,160 ",Installment,Casey Huff
S03073,CU1351,C0014,23-03-2024,3," $90,153 ",Installment,Randy Hill
S03074,CU1101,C0007,16-11-2023,2," $73,743 ",Cash,Luis Graham
S03075,CU1465,C0326,21-05-2024,1," $97,553 ",Cash,Erin Gardner
S03076,CU0765,C0124,18-08-2024,1," $43,201 ",Installment,Christy White
S03077,CU0341,C0408,07-06-2023,3," $33,816 ",Credit,Kevin Wilkinson
S03078,CU1109,C0244,13-06-2023,1," $41,338 ",Cash,William Bowers
S03079,CU1985,C0391,19-07-2025,2," $58,181 ",Credit,Donald Johnson
S03080,CU0728,C0411,01-04-2024,2," $69,220 ",Installment,Karen Harris
S03081,CU1230,C0131,28-08-2023,1," $38,978 ",Credit,Courtney Alvarado
S03082,CU0579,C0053,09-07-2024,3," $54,819 ",Cash,Patricia Harris
S03083,CU1320,C0205,06-01-2024,3," $42,577 ",Cash,Michael Williams
S03084,CU1641,C0241,11-05-2023,3," $75,544 ",Credit,Jonathan Elliott
S03085,CU1211,C0199,24-09-2024,2," $74,024 ",Cash,Denise Hansen
S03086,CU0162,C0231,28-10-2025,2," $70,053 ",Credit,Michael Gordon
S03087,CU1869,C0198,29-06-2024,3," $86,755 ",Cash,Rebecca Blake
S03088,CU0194,C0254,14-07-2023,1," $77,573 ",Cash,Kari Davidson
S03089,CU1769,C0290,24-09-2025,1," $79,227 ",Installment,Rhonda Murphy
S03090,CU1122,C0346,09-12-2022,1," $26,684 ",Installment,Jenna Kemp DDS
S03091,CU1516,C0117,21-12-2023,3," $26,651 ",Cash,Paul Villanueva
S03092,CU1691,C0150,04-01-2025,2," $69,443 ",Credit,Karen Scott
S03093,CU0648,C0134,24-04-2024,1," $99,643 ",Cash,Christian Estrada
S03094,CU0674,C0279,30-05-2024,2," $37,461 ",Credit,Dawn Vang
S03095,CU1175,C0379,16-10-2025,1," $20,835 ",Credit,Gary Kirby
S03096,CU1780,C0374,26-09-2024,1," $79,671 ",Cash,Deborah Velasquez
S03097,CU1025,C0171,30-06-2024,2," $32,336 ",Credit,Justin Price
S03098,CU1849,C0495,25-08-2023,2," $42,006 ",Installment,Christopher Edwards
S03099,CU1604,C0389,23-05-2023,1," $49,456 ",Cash,John Boyer
S03100,CU0188,C0253,14-07-2023,3," $80,512 ",Cash,Brittney Guzman
S03101,CU0995,C0054,27-07-2023,2," $92,640 ",Cash,Jeffery Richardson
S03102,CU0478,C0264,07-08-2024,2," $59,311 ",Installment,Linda Meyers
S03103,CU0465,C0319,20-02-2024,3," $88,870 ",Cash,Angel Baker
S03104,CU1350,C0417,29-08-2024,1," $46,582 ",Cash,Amy Manning
S03105,CU1316,C0195,27-10-2024,1," $37,796 ",Cash,Ryan Farley
S03106,CU1627,C0075,12-09-2024,3," $22,605 ",Credit,Ronnie Simon
S03107,CU1617,C0459,12-12-2023,2," $79,603 ",Cash,Christian Cohen
S03108,CU0998,C0061,14-05-2024,3," $97,027 ",Installment,Brandon Hernandez
S03109,CU0343,C0306,21-08-2023,1," $35,270 ",Credit,Susan Hernandez
S03110,CU0151,C0134,15-08-2023,1," $77,144 ",Credit,Susan Hall
S03111,CU1260,C0097,26-03-2025,2," $68,085 ",Cash,Eugene Peterson
S03112,CU0584,C0193,07-01-2025,2," $96,851 ",Installment,Melissa Ibarra
S03113,CU1343,C0458,31-12-2022,3," $79,331 ",Credit,Krystal Kim
S03114,CU0903,C0293,03-03-2023,1," $82,171 ",Cash,Christine Cervantes
S03115,CU0308,C0016,22-03-2024,1," $16,558 ",Installment,Jill Tyler
S03116,CU0495,C0498,21-11-2023,1," $51,985 ",Installment,Joseph Padilla
S03117,CU0188,C0042,06-03-2025,3," $43,816 ",Cash,Courtney Hernandez
S03118,CU0343,C0152,15-06-2025,2," $51,058 ",Credit,Brian Solis
S03119,CU1986,C0339,25-06-2024,1," $96,081 ",Credit,Alyssa Frazier
S03120,CU1025,C0423,02-06-2023,1," $64,121 ",Cash,Larry Garcia
S03121,CU1475,C0163,07-10-2023,3," $98,207 ",Cash,George Phillips
S03122,CU1321,C0084,09-03-2024,2," $52,829 ",Cash,Jeffrey Williams
S03123,CU1202,C0122,05-04-2024,2," $35,424 ",Cash,Joseph Walker
S03124,CU0475,C0347,05-04-2025,3," $94,422 ",Installment,Austin Martin
S03125,CU1081,C0089,08-04-2023,3," $99,882 ",Installment,Brandon Guerra
S03126,CU0225,C0181,08-02-2025,3," $66,360 ",Cash,Craig Miller
S03127,CU1287,C0353,21-06-2024,3," $72,052 ",Credit,Gregory Perez
S03128,CU1935,C0324,08-02-2023,1," $47,341 ",Credit,Natalie Webb
S03129,CU1611,C0294,16-08-2025,2," $82,221 ",Installment,Tamara Avery
S03130,CU1227,C0215,28-01-2024,1," $26,824 ",Credit,Alexa Hardy
S03131,CU1438,C0024,18-04-2025,3," $45,670 ",Cash,Anthony Duncan
S03132,CU0277,C0306,08-10-2025,1," $95,877 ",Cash,Joy Lewis
S03133,CU0343,C0222,02-05-2024,2," $26,227 ",Cash,Ethan Smith
S03134,CU0069,C0087,24-04-2024,1," $63,794 ",Cash,Jonathan Dixon
S03135,CU1763,C0362,01-10-2024,2," $61,566 ",Credit,Amy Green
S03136,CU0977,C0019,09-07-2023,3," $75,526 ",Credit,Benjamin Obrien
S03137,CU1182,C0256,27-03-2024,2," $97,909 ",Cash,Ashley Butler
S03138,CU1982,C0269,23-10-2023,2," $64,114 ",Installment,Edward Sparks
S03139,CU0258,C0240,23-10-2025,3," $61,342 ",Credit,Wendy Frye
S03140,CU0056,C0388,12-09-2023,3," $57,833 ",Installment,Alexandra Marshall
S03141,CU1102,C0458,18-01-2023,3," $54,076 ",Credit,Kimberly Beard
S03142,CU1770,C0360,14-04-2025,1," $87,208 ",Credit,Jillian Smith
S03143,CU1337,C0379,25-01-2025,3," $47,905 ",Credit,Richard Simmons
S03144,CU1985,C0378,08-06-2023,2," $63,487 ",Installment,Yolanda Davis
S03145,CU0398,C0282,11-01-2023,2," $39,409 ",Installment,James Lopez
S03146,CU0705,C0244,09-11-2022,3," $66,361 ",Credit,Kaitlyn Anderson
S03147,CU1302,C0096,26-09-2025,3," $98,546 ",Cash,Leslie Haley
S03148,CU0690,C0054,30-03-2023,1," $97,632 ",Installment,Kristen Rogers
S03149,CU1076,C0067,06-07-2025,2," $71,626 ",Installment,Joseph Russell
S03150,CU1370,C0176,05-08-2023,1," $84,743 ",Installment,Frank Blake
S03151,CU1070,C0482,09-12-2024,3," $49,644 ",Credit,Erica Allen
S03152,CU1901,C0060,26-03-2023,3," $42,958 ",Cash,Kent Patterson
S03153,CU0060,C0021,02-06-2023,1," $99,504 ",Credit,Joseph Torres
S03154,CU1653,C0241,05-11-2023,1," $60,226 ",Cash,Julia Johnson
S03155,CU1527,C0201,27-04-2024,3," $19,747 ",Installment,Margaret Tucker
S03156,CU0404,C0186,06-11-2022,3," $78,861 ",Credit,Jennifer Kim
S03157,CU1076,C0226,18-03-2025,3," $83,026 ",Cash,Jonathon Brennan
S03158,CU1951,C0309,28-11-2022,2," $23,983 ",Credit,Dalton Pratt
S03159,CU1288,C0065,04-06-2023,1," $28,265 ",Installment,Monique Dyer
S03160,CU1899,C0204,18-03-2025,1," $91,563 ",Installment,Marilyn Marsh
S03161,CU0500,C0219,18-04-2023,3," $45,541 ",Installment,Linda Bailey
S03162,CU0314,C0110,22-01-2025,3," $39,784 ",Installment,Christopher Mcpherson DDS
S03163,CU0278,C0204,11-09-2024,1," $73,219 ",Credit,David Thomas
S03164,CU1752,C0469,22-03-2025,1," $24,051 ",Credit,Jeremy Kidd
S03165,CU0922,C0193,18-08-2025,2," $31,760 ",Cash,Abigail Miller
S03166,CU1188,C0262,01-11-2024,1," $80,054 ",Installment,Jessica Robinson DDS
S03167,CU1419,C0070,10-06-2025,3," $62,495 ",Installment,Daniel Church
S03168,CU0297,C0014,25-10-2023,3," $62,278 ",Installment,Zachary Rodriguez
S03169,CU0770,C0145,23-11-2024,2," $77,060 ",Installment,James Berry
S03170,CU1277,C0062,02-12-2022,2," $60,954 ",Installment,Adam Williams
S03171,CU0552,C0257,08-07-2025,3," $59,443 ",Cash,Robert Davis
S03172,CU1240,C0311,16-08-2023,2," $45,751 ",Credit,Roberta Rogers
S03173,CU0814,C0074,27-09-2023,2," $87,229 ",Installment,Melissa Warner
S03174,CU0823,C0159,26-04-2024,2," $30,082 ",Credit,Eric Cardenas
S03175,CU1929,C0020,05-08-2025,2," $40,672 ",Credit,Danielle Stone
S03176,CU0780,C0179,30-01-2024,2," $78,095 ",Credit,Daniel Johnson
S03177,CU1026,C0491,12-08-2025,3," $44,596 ",Installment,Joshua Hanson
S03178,CU1010,C0197,26-07-2023,1," $46,346 ",Installment,Martin Stevenson
S03179,CU0169,C0343,07-11-2023,1," $36,105 ",Installment,Steven Luna
S03180,CU1639,C0158,09-01-2025,2," $65,773 ",Installment,Kathy Carlson
S03181,CU1120,C0440,10-12-2023,2," $29,993 ",Installment,Kelly Wright
S03182,CU0469,C0412,14-10-2023,2," $95,255 ",Installment,Dr. Chad Salinas
S03183,CU0943,C0003,11-10-2025,3," $77,158 ",Installment,Carolyn Brown
S03184,CU0425,C0415,03-11-2022,2," $36,645 ",Cash,Martin Roberts
S03185,CU0475,C0326,19-07-2023,3," $62,672 ",Installment,Jacqueline Watts
S03186,CU1788,C0343,02-06-2024,1," $55,292 ",Credit,Jacob Malone
S03187,CU0299,C0030,21-03-2023,2," $94,797 ",Cash,Susan Brown
S03188,CU0546,C0067,22-12-2023,1," $70,209 ",Installment,Angela Delacruz
S03189,CU1340,C0175,21-06-2024,2," $91,400 ",Credit,Derek Morris
S03190,CU1121,C0198,15-12-2022,3," $78,167 ",Installment,Mark Wilson
S03191,CU0099,C0476,23-06-2023,3," $31,097 ",Cash,Richard Gonzales
S03192,CU0330,C0061,17-11-2023,3," $32,338 ",Credit,Lisa Moore
S03193,CU1502,C0209,20-10-2025,2," $18,322 ",Installment,Joseph Ortiz
S03194,CU0754,C0333,27-02-2023,2," $50,115 ",Installment,Keith Thompson
S03195,CU1739,C0233,08-12-2022,3," $91,735 ",Credit,Yvonne Doyle
S03196,CU0363,C0164,20-02-2023,1," $55,745 ",Cash,Raymond Pierce
S03197,CU0405,C0037,22-09-2025,2," $92,372 ",Credit,Mercedes Weaver
S03198,CU1294,C0366,26-06-2025,2," $27,205 ",Credit,Daniel Moore
S03199,CU0640,C0439,08-12-2024,3," $45,509 ",Cash,Jennifer Ochoa
S03200,CU1626,C0255,27-08-2023,2," $19,330 ",Credit,David Webb
S03201,CU1680,C0325,07-06-2023,2," $81,711 ",Installment,David Nichols
S03202,CU0525,C0217,15-03-2025,2," $28,416 ",Installment,Steven Carlson
S03203,CU0113,C0052,06-11-2024,1," $53,722 ",Cash,Angela Miller
S03204,CU1136,C0158,02-01-2024,2," $81,766 ",Installment,Benjamin Lambert
S03205,CU1296,C0264,21-05-2024,3," $57,809 ",Credit,Robert Caldwell
S03206,CU0735,C0280,06-10-2024,2," $31,438 ",Cash,Janet Adams
S03207,CU0787,C0272,16-05-2025,3," $83,814 ",Cash,Luke Romero
S03208,CU1938,C0061,15-03-2024,3," $42,198 ",Credit,Nicholas Mullins
S03209,CU1228,C0061,10-06-2024,3," $46,203 ",Credit,Cody Hill
S03210,CU1064,C0011,13-03-2023,1," $20,649 ",Credit,Kelly Gould
S03211,CU1622,C0021,19-06-2025,2," $41,061 ",Credit,Cynthia Mckay
S03212,CU0342,C0383,21-10-2025,2," $39,213 ",Cash,Shawn Mills
S03213,CU1353,C0081,14-06-2025,1," $45,046 ",Credit,Priscilla Strickland
S03214,CU0610,C0397,09-11-2022,3," $81,014 ",Installment,Mary English
S03215,CU0453,C0465,20-02-2023,1," $27,933 ",Credit,Amy Fleming
S03216,CU1657,C0184,16-09-2024,1," $20,835 ",Cash,James Tran
S03217,CU1021,C0109,09-12-2023,3," $22,551 ",Credit,William Smith
S03218,CU0243,C0440,09-02-2024,1," $98,721 ",Installment,Melvin Gray
S03219,CU0337,C0366,13-03-2023,1," $79,649 ",Cash,Andrew Gilmore
S03220,CU0038,C0284,18-06-2025,1," $39,861 ",Installment,James Wilson
S03221,CU0634,C0375,28-10-2023,1," $99,019 ",Cash,Seth Jennings DDS
S03222,CU0895,C0116,08-08-2023,1," $15,485 ",Cash,David Ryan
S03223,CU0774,C0127,28-06-2025,1," $23,110 ",Credit,Jennifer Ball
S03224,CU0050,C0147,27-12-2023,1," $69,157 ",Installment,Elizabeth Smith
S03225,CU1632,C0015,28-09-2024,2," $37,920 ",Installment,Robert Campbell
S03226,CU0874,C0409,27-03-2023,3," $95,069 ",Credit,John Roberts
S03227,CU1417,C0331,20-12-2024,2," $42,291 ",Cash,Susan Hubbard
S03228,CU1659,C0051,28-12-2022,2," $35,250 ",Credit,Kimberly Thomas
S03229,CU0072,C0457,27-07-2025,2," $53,986 ",Installment,Mark Roberts
S03230,CU0928,C0352,25-01-2023,1," $91,237 ",Cash,Billy Holmes
S03231,CU1549,C0420,06-04-2023,3," $28,530 ",Credit,Jennifer Nelson
S03232,CU0652,C0477,01-07-2025,2," $17,657 ",Credit,Travis Anderson
S03233,CU1638,C0316,26-08-2023,3," $59,640 ",Cash,Marilyn Wright
S03234,CU0414,C0498,02-05-2025,3," $75,645 ",Cash,Julie Greene
S03235,CU0739,C0353,24-11-2024,1," $34,850 ",Credit,Lisa Smith
S03236,CU0942,C0381,22-11-2024,3," $92,560 ",Installment,Julie Jackson
S03237,CU1889,C0426,29-11-2023,3," $52,968 ",Credit,Kristen King
S03238,CU0659,C0073,29-04-2023,2," $25,990 ",Credit,Jeffrey Munoz
S03239,CU1485,C0006,17-12-2023,2," $70,681 ",Cash,Antonio Zimmerman
S03240,CU0382,C0396,21-09-2023,2," $84,804 ",Credit,Joe Kim
S03241,CU1777,C0381,27-12-2024,2," $59,789 ",Installment,Molly Adams
S03242,CU1777,C0337,04-07-2025,2," $90,803 ",Installment,John Bradley
S03243,CU0484,C0373,06-06-2024,3," $17,259 ",Credit,James Wright
S03244,CU0847,C0399,24-02-2023,3," $35,168 ",Installment,Paul Phillips
S03245,CU0779,C0002,15-12-2022,1," $31,375 ",Installment,Cindy Rodriguez
S03246,CU1020,C0363,15-08-2025,2," $19,906 ",Cash,Holly Foster
S03247,CU0223,C0214,23-08-2024,3," $77,399 ",Credit,Jennifer Brown
S03248,CU1945,C0309,03-04-2023,3," $52,779 ",Cash,Catherine Ramirez
S03249,CU1323,C0246,22-02-2025,3," $99,455 ",Cash,Christina Weiss
S03250,CU0002,C0022,02-08-2025,1," $91,702 ",Credit,Rebecca Ross
S03251,CU0594,C0169,17-08-2024,3," $46,981 ",Installment,Suzanne Williams
S03252,CU1600,C0483,11-01-2024,2," $65,962 ",Cash,Brian Rivera
S03253,CU0350,C0450,16-09-2025,3," $92,937 ",Credit,Keith Green
S03254,CU0252,C0321,07-02-2023,2," $16,958 ",Installment,Cody Wilson
S03255,CU1876,C0070,11-05-2024,3," $76,464 ",Cash,Emily Miller
S03256,CU1631,C0089,30-10-2023,3," $48,357 ",Credit,Lisa Clark
S03257,CU1820,C0074,06-06-2023,1," $67,235 ",Cash,Christopher Castillo
S03258,CU0425,C0085,08-08-2024,3," $69,161 ",Credit,Miss Janice Carson
S03259,CU0053,C0131,21-09-2025,3," $47,544 ",Credit,Maureen Williams
S03260,CU0221,C0119,30-07-2024,2," $68,267 ",Installment,Michael Baldwin
S03261,CU1523,C0437,11-02-2023,2," $15,263 ",Credit,Rebekah Price
S03262,CU1346,C0290,11-10-2024,3," $30,146 ",Installment,Taylor Clark
S03263,CU1171,C0420,17-02-2023,3," $92,041 ",Cash,Albert Cardenas
S03264,CU1730,C0370,05-11-2022,2," $21,236 ",Cash,Joshua Hayes
S03265,CU1264,C0144,15-03-2025,3," $28,516 ",Installment,Patrick Baker
S03266,CU0661,C0012,06-02-2023,1," $15,676 ",Installment,Andrea Foster
S03267,CU0441,C0179,19-02-2024,1," $44,575 ",Credit,Sophia Smith
S03268,CU0367,C0461,18-03-2023,1," $86,560 ",Credit,Todd Douglas
S03269,CU0922,C0050,23-03-2025,1," $53,526 ",Cash,Crystal Lee
S03270,CU0944,C0277,06-07-2023,3," $86,183 ",Credit,Janet Smith
S03271,CU0119,C0404,02-10-2023,3," $66,309 ",Cash,Stephanie Taylor
S03272,CU1739,C0342,15-12-2024,3," $15,493 ",Installment,Angela Brown
S03273,CU0377,C0099,01-09-2023,2," $71,367 ",Credit,Seth Jones
S03274,CU0232,C0066,22-08-2023,3," $15,509 ",Installment,Bryan Johnson
S03275,CU1100,C0159,28-09-2025,1," $44,506 ",Credit,James Walker
S03276,CU0211,C0161,15-09-2024,3," $44,601 ",Credit,Jerome Rice
S03277,CU1304,C0356,08-11-2023,2," $41,246 ",Credit,Kimberly Curtis
S03278,CU1316,C0299,17-12-2023,1," $73,796 ",Installment,Ryan Coleman
S03279,CU1875,C0175,04-06-2024,1," $18,257 ",Installment,Kelly Riggs
S03280,CU1332,C0262,27-02-2025,2," $57,861 ",Installment,Brad Swanson
S03281,CU0716,C0119,10-04-2023,3," $15,512 ",Installment,Rachel Frazier
S03282,CU0748,C0426,13-04-2025,3," $68,364 ",Cash,Jennifer Bailey
S03283,CU1557,C0189,21-08-2024,1," $55,671 ",Credit,Michael Phillips
S03284,CU0853,C0230,21-09-2024,3," $29,675 ",Cash,Gary Mccarty II
S03285,CU0219,C0313,16-07-2023,2," $36,079 ",Installment,Terrence Hudson
S03286,CU0556,C0454,02-04-2024,3," $89,766 ",Cash,Daniel Summers
S03287,CU1330,C0002,13-02-2025,2," $51,305 ",Cash,Peter Lewis
S03288,CU0144,C0125,13-07-2023,3," $75,861 ",Credit,Nicole Mejia
S03289,CU1024,C0071,05-04-2023,2," $21,610 ",Installment,Tim Pierce
S03290,CU0584,C0270,25-10-2023,3," $91,010 ",Cash,Renee Medina
S03291,CU0060,C0133,04-02-2024,1," $70,959 ",Credit,Sophia Molina
S03292,CU1063,C0298,07-07-2025,1," $21,389 ",Credit,Holly Gardner
S03293,CU0079,C0196,14-10-2023,2," $80,967 ",Installment,Dr. Jennifer Taylor
S03294,CU0435,C0093,19-10-2024,2," $37,570 ",Credit,Tracy Williams
S03295,CU1031,C0128,23-01-2023,1," $72,738 ",Cash,Ryan Williams
S03296,CU1405,C0035,03-12-2023,3," $69,317 ",Installment,Ronnie Spence
S03297,CU0456,C0424,30-10-2025,2," $33,987 ",Cash,Andrea Hall
S03298,CU1206,C0304,29-09-2023,3," $15,979 ",Installment,Emily Herring
S03299,CU1661,C0272,16-06-2024,2," $41,936 ",Credit,Sue Phillips
S03300,CU1637,C0337,13-03-2025,3," $22,195 ",Cash,Patricia Andrews
S03301,CU1790,C0492,13-04-2025,1," $23,984 ",Installment,Christy Carson
S03302,CU1532,C0350,06-01-2023,3," $86,239 ",Credit,Steve Alexander
S03303,CU1607,C0028,11-05-2023,1," $81,991 ",Installment,Danny Olson
S03304,CU1019,C0213,12-05-2024,2," $22,510 ",Installment,Linda Kim
S03305,CU0670,C0480,12-04-2024,2," $57,601 ",Credit,Melinda Chambers
S03306,CU0367,C0078,20-11-2023,3," $57,099 ",Installment,Valerie Harper
S03307,CU1716,C0187,21-04-2025,1," $17,647 ",Cash,Amber Booth
S03308,CU0307,C0218,15-05-2023,2," $19,376 ",Cash,Kaitlin Stafford
S03309,CU0723,C0311,14-01-2025,2," $35,079 ",Cash,Austin Young
S03310,CU0532,C0491,29-01-2024,1," $30,915 ",Installment,William Haas
S03311,CU1310,C0119,10-10-2025,1," $51,346 ",Cash,Michelle Thompson
S03312,CU1144,C0214,21-07-2023,2," $88,490 ",Credit,Nathan Fisher
S03313,CU0324,C0031,10-08-2024,2," $91,277 ",Credit,Dylan Espinoza
S03314,CU0383,C0246,27-03-2024,2," $42,471 ",Cash,Andrew Griffith
S03315,CU1950,C0133,01-07-2025,3," $97,949 ",Cash,Ryan Washington
S03316,CU0122,C0482,16-02-2023,3," $53,066 ",Credit,Abigail Lee
S03317,CU1248,C0378,28-11-2023,2," $39,486 ",Credit,Scott Clark
S03318,CU1695,C0412,20-04-2025,3," $42,956 ",Installment,James Ware
S03319,CU0508,C0231,21-04-2024,2," $58,215 ",Installment,Melissa Hickman
S03320,CU0678,C0014,22-09-2025,3," $51,116 ",Cash,Eric Simmons
S03321,CU1525,C0105,04-04-2025,1," $79,015 ",Cash,Heather Simmons
S03322,CU1784,C0498,29-07-2025,2," $66,708 ",Installment,Emily Smith
S03323,CU1725,C0177,16-03-2023,1," $81,578 ",Credit,Laura Ferrell
S03324,CU0123,C0160,13-06-2023,2," $84,857 ",Credit,Lawrence Wallace
S03325,CU0116,C0100,27-11-2023,3," $96,090 ",Installment,Ronnie Lopez
S03326,CU1690,C0442,29-05-2025,2," $65,701 ",Installment,Ms. Kimberly Rivera
S03327,CU1325,C0077,10-05-2024,1," $92,303 ",Cash,Sergio Chan
S03328,CU1132,C0267,15-04-2024,3," $85,285 ",Installment,Katherine Jones
S03329,CU1229,C0352,27-05-2023,2," $71,946 ",Cash,Mark Mitchell
S03330,CU1948,C0177,04-06-2024,2," $90,928 ",Credit,Omar Li
S03331,CU1052,C0167,22-07-2025,3," $98,880 ",Installment,Bobby Castro
S03332,CU1875,C0085,01-06-2025,3," $64,244 ",Credit,James Bradley
S03333,CU0970,C0488,25-02-2023,2," $71,000 ",Cash,Jason Delgado
S03334,CU0053,C0347,28-12-2023,2," $16,868 ",Cash,Amanda Mitchell
S03335,CU1194,C0064,26-05-2025,3," $72,897 ",Credit,Lawrence Kirk
S03336,CU1303,C0480,30-01-2024,2," $75,827 ",Installment,Evan Pineda
